code,pref,city,prefKana,cityKana,status,changeDate,newCode,newName,newNameKana,changeReason
01000,北海道,,ほっかいどう,,,,01000,,,
01100,北海道,札幌市,ほっかいどう,さっぽろし,,,01100,,,
01101,北海道,札幌市中央区,ほっかいどう,さっぽろしちゅうおうく,,,01101,,,
01102,北海道,札幌市北区,ほっかいどう,さっぽろしきたく,,,01102,,,
01103,北海道,札幌市東区,ほっかいどう,さっぽろしひがしく,,,01103,,,
01104,北海道,札幌市白石区,ほっかいどう,さっぽろししろいしく,,,01104,,,
01105,北海道,札幌市豊平区,ほっかいどう,さっぽろしとよひらく,,,01105,,,
01106,北海道,札幌市南区,ほっかいどう,さっぽろしみなみく,,,01106,,,
01107,北海道,札幌市西区,ほっかいどう,さっぽろしにしく,,,01107,,,
01108,北海道,札幌市厚別区,ほっかいどう,さっぽろしあつべつく,,,01108,,,
01109,北海道,札幌市手稲区,ほっかいどう,さっぽろしていねく,,,01109,,,
01110,北海道,札幌市清田区,ほっかいどう,さっぽろしきよたく,,,01110,,,
01202,北海道,函館市,ほっかいどう,はこだてし,,,01202,,,
01203,北海道,小樽市,ほっかいどう,おたるし,,,01203,,,
01204,北海道,旭川市,ほっかいどう,あさひかわし,,,01204,,,
01205,北海道,室蘭市,ほっかいどう,むろらんし,,,01205,,,
01206,北海道,釧路市,ほっかいどう,くしろし,,,01206,,,
01207,北海道,帯広市,ほっかいどう,おびひろし,,,01207,,,
01208,北海道,北見市,ほっかいどう,きたみし,,,01208,,,
01209,北海道,夕張市,ほっかいどう,ゆうばりし,,,01209,,,
01210,北海道,岩見沢市,ほっかいどう,いわみざわし,,,01210,,,
01211,北海道,網走市,ほっかいどう,あばしりし,,,01211,,,
01212,北海道,留萌市,ほっかいどう,るもいし,,,01212,,,
01213,北海道,苫小牧市,ほっかいどう,とまこまいし,,,01213,,,
01214,北海道,稚内市,ほっかいどう,わっかないし,,,01214,,,
01215,北海道,美唄市,ほっかいどう,びばいし,,,01215,,,
01216,北海道,芦別市,ほっかいどう,あしべつし,,,01216,,,
01217,北海道,江別市,ほっかいどう,えべつし,,,01217,,,
01218,北海道,赤平市,ほっかいどう,あかびらし,,,01218,,,
01219,北海道,紋別市,ほっかいどう,もんべつし,,,01219,,,
01220,北海道,士別市,ほっかいどう,しべつし,,,01220,,,
01221,北海道,名寄市,ほっかいどう,なよろし,,,01221,,,
01222,北海道,三笠市,ほっかいどう,みかさし,,,01222,,,
01223,北海道,根室市,ほっかいどう,ねむろし,,,01223,,,
01224,北海道,千歳市,ほっかいどう,ちとせし,,,01224,,,
01225,北海道,滝川市,ほっかいどう,たきかわし,,,01225,,,
01226,北海道,砂川市,ほっかいどう,すながわし,,,01226,,,
01227,北海道,歌志内市,ほっかいどう,うたしないし,,,01227,,,
01228,北海道,深川市,ほっかいどう,ふかがわし,,,01228,,,
01229,北海道,富良野市,ほっかいどう,ふらのし,,,01229,,,
01230,北海道,登別市,ほっかいどう,のぼりべつし,,,01230,,,
01231,北海道,恵庭市,ほっかいどう,えにわし,,,01231,,,
01233,北海道,伊達市,ほっかいどう,だてし,,,01233,,,
01234,北海道,北広島市,ほっかいどう,きたひろしまし,,,01234,,,
01235,北海道,石狩市,ほっかいどう,いしかりし,,,01235,,,
01236,北海道,北斗市,ほっかいどう,ほくとし,,,01236,,,
01303,北海道,当別町,ほっかいどう,とうべつちょう,,,01303,,,
01304,北海道,新篠津村,ほっかいどう,しんしのつむら,,,01304,,,
01305,北海道,厚田村,ほっかいどう,あつたむら,欠番,2005-10-01,01235,石狩市,いしかりし,合併後は石狩市
01306,北海道,浜益村,ほっかいどう,はまますむら,欠番,2005-10-01,01235,石狩市,いしかりし,合併後は石狩市
01331,北海道,松前町,ほっかいどう,まつまえちょう,,,01331,,,
01332,北海道,福島町,ほっかいどう,ふくしまちょう,,,01332,,,
01333,北海道,知内町,ほっかいどう,しりうちちょう,,,01333,,,
01334,北海道,木古内町,ほっかいどう,きこないちょう,,,01334,,,
01335,北海道,上磯町,ほっかいどう,かみいそちょう,欠番,2006-02-01,01236,北斗市,ほくとし,合併後は北斗市
01336,北海道,大野町,ほっかいどう,おおのちょう,欠番,2006-02-01,01236,北斗市,ほくとし,合併後は北斗市
01337,北海道,七飯町,ほっかいどう,ななえちょう,,,01337,,,
01343,北海道,鹿部町,ほっかいどう,しかべちょう,,,01343,,,
01344,北海道,砂原町,ほっかいどう,さわらちょう,欠番,2005-04-01,01345,森町,もりまち,合併後は森町
01345,北海道,森町,ほっかいどう,もりまち,,,01345,,,
01346,北海道,八雲町,ほっかいどう,やくもちょう,,,01346,,,
01347,北海道,長万部町,ほっかいどう,おしゃまんべちょう,,,01347,,,
01361,北海道,江差町,ほっかいどう,えさしちょう,,,01361,,,
01362,北海道,上ノ国町,ほっかいどう,かみのくにちょう,,,01362,,,
01363,北海道,厚沢部町,ほっかいどう,あっさぶちょう,,,01363,,,
01364,北海道,乙部町,ほっかいどう,おとべちょう,,,01364,,,
01365,北海道,熊石町,ほっかいどう,くまいしちょう,欠番,2005-10-01,01346,八雲町,やくもちょう,合併後は八雲町
01366,北海道,大成町,ほっかいどう,たいせいちょう,欠番,2005-09-01,01371,せたな町,せたなちょう,合併後はせたな町
01367,北海道,奥尻町,ほっかいどう,おくしりちょう,,,01367,,,
01368,北海道,瀬棚町,ほっかいどう,せたなちょう,欠番,2005-09-01,01371,せたな町,せたなちょう,合併後はせたな町
01369,北海道,北檜山町,ほっかいどう,きたひやまちょう,欠番,2005-09-01,01371,せたな町,せたなちょう,合併後はせたな町
01370,北海道,今金町,ほっかいどう,いまかねちょう,,,01370,,,
01371,北海道,せたな町,ほっかいどう,せたなちょう,,,01371,,,
01391,北海道,島牧村,ほっかいどう,しままきむら,,,01391,,,
01392,北海道,寿都町,ほっかいどう,すっつちょう,,,01392,,,
01393,北海道,黒松内町,ほっかいどう,くろまつないちょう,,,01393,,,
01394,北海道,蘭越町,ほっかいどう,らんこしちょう,,,01394,,,
01395,北海道,ニセコ町,ほっかいどう,にせこちょう,,,01395,,,
01396,北海道,真狩村,ほっかいどう,まっかりむら,,,01396,,,
01397,北海道,留寿都村,ほっかいどう,るすつむら,,,01397,,,
01398,北海道,喜茂別町,ほっかいどう,きもべつちょう,,,01398,,,
01399,北海道,京極町,ほっかいどう,きょうごくちょう,,,01399,,,
01400,北海道,倶知安町,ほっかいどう,くっちゃんちょう,,,01400,,,
01401,北海道,共和町,ほっかいどう,きょうわちょう,,,01401,,,
01402,北海道,岩内町,ほっかいどう,いわないちょう,,,01402,,,
01403,北海道,泊村,ほっかいどう,とまりむら,,,01403,,,
01404,北海道,神恵内村,ほっかいどう,かもえないむら,,,01404,,,
01405,北海道,積丹町,ほっかいどう,しゃこたんちょう,,,01405,,,
01406,北海道,古平町,ほっかいどう,ふるびらちょう,,,01406,,,
01407,北海道,仁木町,ほっかいどう,にきちょう,,,01407,,,
01408,北海道,余市町,ほっかいどう,よいちちょう,,,01408,,,
01409,北海道,赤井川村,ほっかいどう,あかいがわむら,,,01409,,,
01421,北海道,北村,ほっかいどう,きたむら,欠番,2006-03-27,01210,岩見沢市,いわみざわし,合併後は岩見沢市
01422,北海道,栗沢町,ほっかいどう,くりさわちょう,欠番,2006-03-27,01210,岩見沢市,いわみざわし,合併後は岩見沢市
01423,北海道,南幌町,ほっかいどう,なんぽろちょう,,,01423,,,
01424,北海道,奈井江町,ほっかいどう,ないえちょう,,,01424,,,
01425,北海道,上砂川町,ほっかいどう,かみすながわちょう,,,01425,,,
01427,北海道,由仁町,ほっかいどう,ゆにちょう,,,01427,,,
01428,北海道,長沼町,ほっかいどう,ながぬまちょう,,,01428,,,
01429,北海道,栗山町,ほっかいどう,くりやまちょう,,,01429,,,
01430,北海道,月形町,ほっかいどう,つきがたちょう,,,01430,,,
01431,北海道,浦臼町,ほっかいどう,うらうすちょう,,,01431,,,
01432,北海道,新十津川町,ほっかいどう,しんとつかわちょう,,,01432,,,
01433,北海道,妹背牛町,ほっかいどう,もせうしちょう,,,01433,,,
01434,北海道,秩父別町,ほっかいどう,ちっぷべつちょう,,,01434,,,
01436,北海道,雨竜町,ほっかいどう,うりゅうちょう,,,01436,,,
01437,北海道,北竜町,ほっかいどう,ほくりゅうちょう,,,01437,,,
01438,北海道,沼田町,ほっかいどう,ぬまたちょう,,,01438,,,
01439,北海道,幌加内町 （空知支庁）,ほっかいどう,ほろかないちょう,欠番,2010-04-01,01472,幌加内町 （上川総合振興局）,ほろかないちょう,北海道における支庁制度改革に伴う所管区域の変更
01452,北海道,鷹栖町,ほっかいどう,たかすちょう,,,01452,,,
01453,北海道,東神楽町,ほっかいどう,ひがしかぐらちょう,,,01453,,,
01454,北海道,当麻町,ほっかいどう,とうまちょう,,,01454,,,
01455,北海道,比布町,ほっかいどう,ぴっぷちょう,,,01455,,,
01456,北海道,愛別町,ほっかいどう,あいべつちょう,,,01456,,,
01457,北海道,上川町,ほっかいどう,かみかわちょう,,,01457,,,
01458,北海道,東川町,ほっかいどう,ひがしかわちょう,,,01458,,,
01459,北海道,美瑛町,ほっかいどう,びえいちょう,,,01459,,,
01460,北海道,上富良野町,ほっかいどう,かみふらのちょう,,,01460,,,
01461,北海道,中富良野町,ほっかいどう,なかふらのちょう,,,01461,,,
01462,北海道,南富良野町,ほっかいどう,みなみふらのちょう,,,01462,,,
01463,北海道,占冠村,ほっかいどう,しむかっぷむら,,,01463,,,
01464,北海道,和寒町,ほっかいどう,わっさむちょう,,,01464,,,
01465,北海道,剣淵町,ほっかいどう,けんぶちちょう,,,01465,,,
01466,北海道,朝日町,ほっかいどう,あさひちょう,欠番,2005-09-01,01220,士別市,しべつし,合併後は士別市
01467,北海道,風連町,ほっかいどう,ふうれんちょう,欠番,2006-03-27,01221,名寄市,なよろし,合併後は名寄市
01468,北海道,下川町,ほっかいどう,しもかわちょう,,,01468,,,
01469,北海道,美深町,ほっかいどう,びふかちょう,,,01469,,,
01470,北海道,音威子府村,ほっかいどう,おといねっぷむら,,,01470,,,
01471,北海道,中川町,ほっかいどう,なかがわちょう,,,01471,,,
01472,北海道,幌加内町,ほっかいどう,ほろかないちょう,,,01472,,,
01481,北海道,増毛町,ほっかいどう,ましけちょう,,,01481,,,
01482,北海道,小平町,ほっかいどう,おびらちょう,,,01482,,,
01483,北海道,苫前町,ほっかいどう,とままえちょう,,,01483,,,
01484,北海道,羽幌町,ほっかいどう,はぼろちょう,,,01484,,,
01485,北海道,初山別村,ほっかいどう,しょさんべつむら,,,01485,,,
01486,北海道,遠別町,ほっかいどう,えんべつちょう,,,01486,,,
01487,北海道,天塩町,ほっかいどう,てしおちょう,,,01487,,,
01488,北海道,幌延町 （留萌支庁）,ほっかいどう,ほろのべちょう,欠番,2010-04-01,01520,幌延町 （宗谷総合振興局）,ほろのべちょう,北海道における支庁制度改革に伴う所管区域の変更
01511,北海道,猿払村,ほっかいどう,さるふつむら,,,01511,,,
01512,北海道,浜頓別町,ほっかいどう,はまとんべつちょう,,,01512,,,
01513,北海道,中頓別町,ほっかいどう,なかとんべつちょう,,,01513,,,
01514,北海道,枝幸町,ほっかいどう,えさしちょう,,,01514,,,
01515,北海道,歌登町,ほっかいどう,うたのぼりちょう,欠番,2006-03-20,01514,枝幸町,えさしちょう,合併後は枝幸町
01516,北海道,豊富町,ほっかいどう,とよとみちょう,,,01516,,,
01517,北海道,礼文町,ほっかいどう,れぶんちょう,,,01517,,,
01518,北海道,利尻町,ほっかいどう,りしりちょう,,,01518,,,
01519,北海道,利尻富士町,ほっかいどう,りしりふじちょう,,,01519,,,
01520,北海道,幌延町,ほっかいどう,ほろのべちょう,,,01520,,,
01541,北海道,東藻琴村,ほっかいどう,ひがしもことむら,欠番,2006-03-31,01564,大空町,おおぞらちょう,合併後は大空町
01542,北海道,女満別町,ほっかいどう,めまんべつちょう,欠番,2006-03-31,01564,大空町,おおぞらちょう,合併後は大空町
01543,北海道,美幌町,ほっかいどう,びほろちょう,,,01543,,,
01544,北海道,津別町,ほっかいどう,つべつちょう,,,01544,,,
01545,北海道,斜里町,ほっかいどう,しゃりちょう,,,01545,,,
01546,北海道,清里町,ほっかいどう,きよさとちょう,,,01546,,,
01547,北海道,小清水町,ほっかいどう,こしみずちょう,,,01547,,,
01548,北海道,端野町,ほっかいどう,たんのちょう,欠番,2006-03-05,01208,北見市,きたみし,合併後は北見市
01549,北海道,訓子府町,ほっかいどう,くんねっぷちょう,,,01549,,,
01550,北海道,置戸町,ほっかいどう,おけとちょう,,,01550,,,
01551,北海道,留辺蘂町,ほっかいどう,るべしべちょう,欠番,2006-03-05,01208,北見市,きたみし,合併後は北見市
01552,北海道,佐呂間町,ほっかいどう,さろまちょう,,,01552,,,
01553,北海道,常呂町,ほっかいどう,ところちょう,欠番,2006-03-05,01208,北見市,きたみし,合併後は北見市
01554,北海道,生田原町,ほっかいどう,いくたはらちょう,欠番,2005-10-01,01555,遠軽町,えんがるちょう,合併後は遠軽町
01555,北海道,遠軽町,ほっかいどう,えんがるちょう,,,01555,,,
01556,北海道,丸瀬布町,ほっかいどう,まるせっぷちょう,欠番,2005-10-01,01555,遠軽町,えんがるちょう,合併後は遠軽町
01557,北海道,白滝村,ほっかいどう,しらたきむら,欠番,2005-10-01,01555,遠軽町,えんがるちょう,合併後は遠軽町
01558,北海道,上湧別町,ほっかいどう,かみゆうべつちょう,欠番,2009-10-05,01559,湧別町,ゆうべつちょう,合併後は湧別町
01559,北海道,湧別町,ほっかいどう,ゆうべつちょう,,,01559,,,
01560,北海道,滝上町,ほっかいどう,たきのうえちょう,,,01560,,,
01561,北海道,興部町,ほっかいどう,おこっぺちょう,,,01561,,,
01562,北海道,西興部村,ほっかいどう,にしおこっぺむら,,,01562,,,
01563,北海道,雄武町,ほっかいどう,おうむちょう,,,01563,,,
01564,北海道,大空町,ほっかいどう,おおぞらちょう,,,01564,,,
01571,北海道,豊浦町,ほっかいどう,とようらちょう,,,01571,,,
01572,北海道,虻田町,ほっかいどう,あぶたちょう,欠番,2006-03-27,01584,洞爺湖町,とうやこちょう,合併後は洞爺湖町
01573,北海道,洞爺村,ほっかいどう,とうやむら,欠番,2006-03-27,01584,洞爺湖町,とうやこちょう,合併後は洞爺湖町
01574,北海道,大滝村,ほっかいどう,おおたきむら,欠番,2006-03-01,01233,伊達市,だてし,合併後は伊達市
01575,北海道,壮瞥町,ほっかいどう,そうべつちょう,,,01575,,,
01578,北海道,白老町,ほっかいどう,しらおいちょう,,,01578,,,
01579,北海道,早来町,ほっかいどう,はやきたちょう,欠番,2006-03-27,01585,安平町,あびらちょう,合併後は安平町
01580,北海道,追分町,ほっかいどう,おいわけちょう,欠番,2006-03-27,01585,安平町,あびらちょう,合併後は安平町
01581,北海道,厚真町,ほっかいどう,あつまちょう,,,01581,,,
01582,北海道,鵡川町,ほっかいどう,むかわちょう,欠番,2006-03-27,01586,むかわ町,むかわちょう,合併後はむかわ町
01583,北海道,穂別町,ほっかいどう,ほべつちょう,欠番,2006-03-27,01586,むかわ町,むかわちょう,合併後はむかわ町
01584,北海道,洞爺湖町,ほっかいどう,とうやこちょう,,,01584,,,
01585,北海道,安平町,ほっかいどう,あびらちょう,,,01585,,,
01586,北海道,むかわ町,ほっかいどう,むかわちょう,,,01586,,,
01601,北海道,日高町,ほっかいどう,ひだかちょう,,,01601,,,
01602,北海道,平取町,ほっかいどう,びらとりちょう,,,01602,,,
01603,北海道,門別町,ほっかいどう,もんべつちょう,欠番,2006-03-01,01601,日高町,ひだかちょう,合併後は日高町
01604,北海道,新冠町,ほっかいどう,にいかっぷちょう,,,01604,,,
01605,北海道,静内町,ほっかいどう,しずないちょう,欠番,2006-03-31,01610,新ひだか町,しんひだかちょう,合併後は新ひだか町
01606,北海道,三石町,ほっかいどう,みついしちょう,欠番,2006-03-31,01610,新ひだか町,しんひだかちょう,合併後は新ひだか町
01607,北海道,浦河町,ほっかいどう,うらかわちょう,,,01607,,,
01608,北海道,様似町,ほっかいどう,さまにちょう,,,01608,,,
01609,北海道,えりも町,ほっかいどう,えりもちょう,,,01609,,,
01610,北海道,新ひだか町,ほっかいどう,しんひだかちょう,,,01610,,,
01631,北海道,音更町,ほっかいどう,おとふけちょう,,,01631,,,
01632,北海道,士幌町,ほっかいどう,しほろちょう,,,01632,,,
01633,北海道,上士幌町,ほっかいどう,かみしほろちょう,,,01633,,,
01634,北海道,鹿追町,ほっかいどう,しかおいちょう,,,01634,,,
01635,北海道,新得町,ほっかいどう,しんとくちょう,,,01635,,,
01636,北海道,清水町,ほっかいどう,しみずちょう,,,01636,,,
01637,北海道,芽室町,ほっかいどう,めむろちょう,,,01637,,,
01638,北海道,中札内村,ほっかいどう,なかさつないむら,,,01638,,,
01639,北海道,更別村,ほっかいどう,さらべつむら,,,01639,,,
01640,北海道,忠類村,ほっかいどう,ちゅうるいむら,欠番,2006-02-06,01643,幕別町,まくべつちょう,合併後は幕別町
01641,北海道,大樹町,ほっかいどう,たいきちょう,,,01641,,,
01642,北海道,広尾町,ほっかいどう,ひろおちょう,,,01642,,,
01643,北海道,幕別町,ほっかいどう,まくべつちょう,,,01643,,,
01644,北海道,池田町,ほっかいどう,いけだちょう,,,01644,,,
01645,北海道,豊頃町,ほっかいどう,とよころちょう,,,01645,,,
01646,北海道,本別町,ほっかいどう,ほんべつちょう,,,01646,,,
01647,北海道,足寄町,ほっかいどう,あしょろちょう,,,01647,,,
01648,北海道,陸別町,ほっかいどう,りくべつちょう,,,01648,,,
01649,北海道,浦幌町,ほっかいどう,うらほろちょう,,,01649,,,
01661,北海道,釧路町,ほっかいどう,くしろちょう,,,01661,,,
01662,北海道,厚岸町,ほっかいどう,あっけしちょう,,,01662,,,
01663,北海道,浜中町,ほっかいどう,はまなかちょう,,,01663,,,
01664,北海道,標茶町,ほっかいどう,しべちゃちょう,,,01664,,,
01665,北海道,弟子屈町,ほっかいどう,てしかがちょう,,,01665,,,
01666,北海道,阿寒町,ほっかいどう,あかんちょう,欠番,2005-10-11,01206,釧路市,くしろし,合併後は釧路市
01667,北海道,鶴居村,ほっかいどう,つるいむら,,,01667,,,
01668,北海道,白糠町,ほっかいどう,しらぬかちょう,,,01668,,,
01669,北海道,音別町,ほっかいどう,おんべつちょう,欠番,2005-10-11,01206,釧路市,くしろし,合併後は釧路市
01691,北海道,別海町,ほっかいどう,べつかいちょう,,,01691,,,
01692,北海道,中標津町,ほっかいどう,なかしべつちょう,,,01692,,,
01693,北海道,標津町,ほっかいどう,しべつちょう,,,01693,,,
01694,北海道,羅臼町,ほっかいどう,らうすちょう,,,01694,,,
01695,北海道,色丹村,ほっかいどう,しこたんむら,,,01695,,,
01696,北海道,泊村,ほっかいどう,とまりむら,,,01696,,,
01697,北海道,留夜別村,ほっかいどう,るやべつむら,,,01697,,,
01698,北海道,留別村,ほっかいどう,るべつむら,,,01698,,,
01699,北海道,紗那村,ほっかいどう,しゃなむら,,,01699,,,
01700,北海道,蘂取村,ほっかいどう,しべとろむら,,,01700,,,
02000,青森県,,あおもりけん,,,,02000,,,
02201,青森県,青森市,あおもりけん,あおもりし,,,02201,,,
02202,青森県,弘前市,あおもりけん,ひろさきし,,,02202,,,
02203,青森県,八戸市,あおもりけん,はちのへし,,,02203,,,
02204,青森県,黒石市,あおもりけん,くろいしし,,,02204,,,
02205,青森県,五所川原市,あおもりけん,ごしょがわらし,,,02205,,,
02206,青森県,十和田市,あおもりけん,とわだし,,,02206,,,
02207,青森県,三沢市,あおもりけん,みさわし,,,02207,,,
02208,青森県,むつ市,あおもりけん,むつし,,,02208,,,
02209,青森県,つがる市,あおもりけん,つがるし,,,02209,,,
02210,青森県,平川市,あおもりけん,ひらかわし,,,02210,,,
02301,青森県,平内町,あおもりけん,ひらないまち,,,02301,,,
02303,青森県,今別町,あおもりけん,いまべつまち,,,02303,,,
02304,青森県,蓬田村,あおもりけん,よもぎたむら,,,02304,,,
02307,青森県,外ヶ浜町,あおもりけん,そとがはままち,,,02307,,,
02321,青森県,鰺ヶ沢町,あおもりけん,あじがさわまち,,,02321,,,
02323,青森県,深浦町,あおもりけん,ふかうらまち,,,02323,,,
02341,青森県,岩木町,あおもりけん,いわきまち,欠番,2006-02-27,02202,弘前市,ひろさきし,合併後は弘前市
02342,青森県,相馬村,あおもりけん,そうまむら,欠番,2006-02-27,02202,弘前市,ひろさきし,合併後は弘前市
02343,青森県,西目屋村,あおもりけん,にしめやむら,,,02343,,,
02361,青森県,藤崎町,あおもりけん,ふじさきまち,,,02361,,,
02362,青森県,大鰐町,あおもりけん,おおわにまち,,,02362,,,
02363,青森県,尾上町,あおもりけん,おのえまち,欠番,2006-01-01,02210,平川市,ひらかわし,合併後は平川市
02364,青森県,浪岡町,あおもりけん,なみおかまち,欠番,2005-04-01,02201,青森市,あおもりし,合併後は青森市
02365,青森県,平賀町,あおもりけん,ひらかまち,欠番,2006-01-01,02210,平川市,ひらかわし,合併後は平川市
02367,青森県,田舎館村,あおもりけん,いなかだてむら,,,02367,,,
02368,青森県,碇ヶ関村,あおもりけん,いかりがせきむら,欠番,2006-01-01,02210,平川市,ひらかわし,合併後は平川市
02381,青森県,板柳町,あおもりけん,いたやなぎまち,,,02381,,,
02384,青森県,鶴田町,あおもりけん,つるたまち,,,02384,,,
02387,青森県,中泊町,あおもりけん,なかどまりまち,,,02387,,,
02401,青森県,野辺地町,あおもりけん,のへじまち,,,02401,,,
02402,青森県,七戸町,あおもりけん,しちのへまち,,,02402,,,
02403,青森県,百石町,あおもりけん,ももいしまち,欠番,2006-03-01,02412,おいらせ町,おいらせちょう,合併後はおいらせ町
02405,青森県,六戸町,あおもりけん,ろくのへまち,,,02405,,,
02406,青森県,横浜町,あおもりけん,よこはままち,,,02406,,,
02408,青森県,東北町,あおもりけん,とうほくまち,,,02408,,,
02410,青森県,下田町,あおもりけん,しもだまち,欠番,2006-03-01,02412,おいらせ町,おいらせちょう,合併後はおいらせ町
02411,青森県,六ヶ所村,あおもりけん,ろっかしょむら,,,02411,,,
02412,青森県,おいらせ町,あおもりけん,おいらせちょう,,,02412,,,
02423,青森県,大間町,あおもりけん,おおままち,,,02423,,,
02424,青森県,東通村,あおもりけん,ひがしどおりむら,,,02424,,,
02425,青森県,風間浦村,あおもりけん,かざまうらむら,,,02425,,,
02426,青森県,佐井村,あおもりけん,さいむら,,,02426,,,
02441,青森県,三戸町,あおもりけん,さんのへまち,,,02441,,,
02442,青森県,五戸町,あおもりけん,ごのへまち,,,02442,,,
02443,青森県,田子町,あおもりけん,たっこまち,,,02443,,,
02444,青森県,名川町,あおもりけん,ながわまち,欠番,2006-01-01,02445,南部町,なんぶちょう,合併後は南部町
02445,青森県,南部町,あおもりけん,なんぶちょう,,,02445,,,
02446,青森県,階上町,あおもりけん,はしかみちょう,,,02446,,,
02447,青森県,福地村,あおもりけん,ふくちむら,欠番,2006-01-01,02445,南部町,なんぶちょう,合併後は南部町
02450,青森県,新郷村,あおもりけん,しんごうむら,,,02450,,,
03000,岩手県,,いわてけん,,,,03000,,,
03201,岩手県,盛岡市,いわてけん,もりおかし,,,03201,,,
03202,岩手県,宮古市,いわてけん,みやこし,,,03202,,,
03203,岩手県,大船渡市,いわてけん,おおふなとし,,,03203,,,
03204,岩手県,水沢市,いわてけん,みずさわし,欠番,2006-02-20,03215,奥州市,おうしゅうし,合併後は奥州市
03205,岩手県,花巻市,いわてけん,はなまきし,,,03205,,,
03206,岩手県,北上市,いわてけん,きたかみし,,,03206,,,
03207,岩手県,久慈市,いわてけん,くじし,,,03207,,,
03208,岩手県,遠野市,いわてけん,とおのし,,,03208,,,
03209,岩手県,一関市,いわてけん,いちのせきし,,,03209,,,
03210,岩手県,陸前高田市,いわてけん,りくぜんたかたし,,,03210,,,
03211,岩手県,釜石市,いわてけん,かまいしし,,,03211,,,
03212,岩手県,江刺市,いわてけん,えさしし,欠番,2006-02-20,03215,奥州市,おうしゅうし,合併後は奥州市
03213,岩手県,二戸市,いわてけん,にのへし,,,03213,,,
03214,岩手県,八幡平市,いわてけん,はちまんたいし,,,03214,,,
03215,岩手県,奥州市,いわてけん,おうしゅうし,,,03215,,,
03216,岩手県,滝沢市,いわてけん,たきざわし,,,03216,,,
03301,岩手県,雫石町,いわてけん,しずくいしちょう,,,03301,,,
03302,岩手県,葛巻町,いわてけん,くずまきまち,,,03302,,,
03303,岩手県,岩手町,いわてけん,いわてまち,,,03303,,,
03304,岩手県,西根町,いわてけん,にしねちょう,欠番,2005-09-01,03214,八幡平市,はちまんたいし,合併後は八幡平市
03305,岩手県,滝沢村,いわてけん,たきざわむら,欠番,,03216,滝沢市,たきざわし,市制施行
03306,岩手県,松尾村,いわてけん,まつおむら,欠番,2005-09-01,03214,八幡平市,はちまんたいし,合併後は八幡平市
03307,岩手県,玉山村,いわてけん,たまやまむら,欠番,2006-01-10,03201,盛岡市,もりおかし,合併後は盛岡市
03308,岩手県,安代町,いわてけん,あしろちょう,欠番,2005-09-01,03214,八幡平市,はちまんたいし,合併後は八幡平市
03321,岩手県,紫波町,いわてけん,しわちょう,,,03321,,,
03322,岩手県,矢巾町,いわてけん,やはばちょう,,,03322,,,
03341,岩手県,大迫町,いわてけん,おおはさままち,欠番,2006-01-01,03205,花巻市,はなまきし,合併後は花巻市
03342,岩手県,石鳥谷町,いわてけん,いしどりやちょう,欠番,2006-01-01,03205,花巻市,はなまきし,合併後は花巻市
03361,岩手県,東和町,いわてけん,とうわちょう,欠番,2006-01-01,03205,花巻市,はなまきし,合併後は花巻市
03363,岩手県,湯田町,いわてけん,ゆだまち,欠番,2005-11-01,03366,西和賀町,にしわがまち,合併後は西和賀町
03365,岩手県,沢内村,いわてけん,さわうちむら,欠番,2005-11-01,03366,西和賀町,にしわがまち,合併後は西和賀町
03366,岩手県,西和賀町,いわてけん,にしわがまち,,,03366,,,
03381,岩手県,金ケ崎町,いわてけん,かねがさきちょう,,,03381,,,
03382,岩手県,前沢町,いわてけん,まえさわちょう,欠番,2006-02-20,03215,奥州市,おうしゅうし,合併後は奥州市
03383,岩手県,胆沢町,いわてけん,いさわちょう,欠番,2006-02-20,03215,奥州市,おうしゅうし,合併後は奥州市
03384,岩手県,衣川村,いわてけん,ころもがわむら,欠番,2006-02-20,03215,奥州市,おうしゅうし,合併後は奥州市
03401,岩手県,花泉町,いわてけん,はないずみまち,欠番,2005-09-20,03209,一関市,いちのせきし,合併後は一関市
03402,岩手県,平泉町,いわてけん,ひらいずみちょう,,,03402,,,
03421,岩手県,大東町,いわてけん,だいとうちょう,欠番,2005-09-20,03209,一関市,いちのせきし,合併後は一関市
03422,岩手県,藤沢町,いわてけん,ふじさわちょう,欠番,,03209,一関市,いちのせきし,合併後は一関市
03423,岩手県,千厩町,いわてけん,せんまやちょう,欠番,2005-09-20,03209,一関市,いちのせきし,合併後は一関市
03424,岩手県,東山町,いわてけん,ひがしやまちょう,欠番,2005-09-20,03209,一関市,いちのせきし,合併後は一関市
03425,岩手県,室根村,いわてけん,むろねむら,欠番,2005-09-20,03209,一関市,いちのせきし,合併後は一関市
03426,岩手県,川崎村,いわてけん,かわさきむら,欠番,2005-09-20,03209,一関市,いちのせきし,合併後は一関市
03441,岩手県,住田町,いわてけん,すみたちょう,,,03441,,,
03461,岩手県,大槌町,いわてけん,おおつちちょう,,,03461,,,
03462,岩手県,宮守村,いわてけん,みやもりむら,欠番,2005-10-01,03208,遠野市,とおのし,合併後は遠野市
03481,岩手県,田老町,いわてけん,たろうちょう,欠番,2005-06-06,03202,宮古市,みやこし,合併後は宮古市
03482,岩手県,山田町,いわてけん,やまだまち,,,03482,,,
03483,岩手県,岩泉町,いわてけん,いわいずみちょう,,,03483,,,
03484,岩手県,田野畑村,いわてけん,たのはたむら,,,03484,,,
